=== New Logging Session ===
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.02, 0.05, -0.14 | Gyro: -0.2, 0.0, 0.1 || MPU2 Acc: 0.08, 0.05, -0.04 | Gyro: -0.3, -0.1, 0.3 || Time: 12006 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.03, 0.12, -0.23 | Gyro: 0.5, 10.6, -0.4 || MPU2 Acc: 0.50, -0.05, -0.38 | Gyro: -11.4, -2.7, -32.2 || Time: 97407 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: 0.02, 0.09, -0.21 | Gyro: 0.2, 8.0, -0.5 || MPU2 Acc: 0.91, -0.29, -0.62 | Gyro: -8.4, -2.6, -29.3 || Time: 97417 ms
Enc Cnt: 0 | Angle: -0.3° || MPU1 Acc: 0.10, 0.08, 0.05 | Gyro: 0.7, 6.1, -0.7 || MPU2 Acc: 0.73, -0.11, -0.45 | Gyro: -5.9, -0.9, -26.8 || Time: 97428 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.04, 0.12, -0.18 | Gyro: 0.4, 4.2, -0.8 || MPU2 Acc: 0.80, -0.04, -0.57 | Gyro: -5.5, -0.3, -23.6 || Time: 97438 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -0.09, 0.18, -0.41 | Gyro: 0.7, 3.1, -0.9 || MPU2 Acc: 0.68, -0.00, -0.43 | Gyro: -3.6, 0.4, -21.1 || Time: 97448 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: -0.00, 0.02, -0.07 | Gyro: 1.2, 2.2, -1.2 || MPU2 Acc: 0.64, 0.03, -0.41 | Gyro: -1.9, 0.9, -19.3 || Time: 97458 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 0.02, 0.12, -0.27 | Gyro: 0.6, 0.7, -1.2 || MPU2 Acc: 0.46, 0.04, -0.45 | Gyro: -1.7, 0.8, -18.7 || Time: 97468 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 0.00, 0.12, -0.20 | Gyro: 0.7, 0.5, -1.5 || MPU2 Acc: 0.24, -0.06, -0.07 | Gyro: -0.4, -0.1, -18.6 || Time: 97478 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: 0.03, 0.10, -0.07 | Gyro: 0.7, -1.1, -1.7 || MPU2 Acc: 0.11, 0.13, -0.20 | Gyro: 1.3, 0.0, -19.3 || Time: 97490 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: 0.01, -0.01, -0.08 | Gyro: 0.6, -1.6, -1.6 || MPU2 Acc: 0.36, 0.21, -0.46 | Gyro: 2.7, -0.6, -19.7 || Time: 97499 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 0.05, 0.02, 0.07 | Gyro: 0.7, -2.2, -1.8 || MPU2 Acc: 0.42, 0.17, -0.25 | Gyro: 2.9, 0.2, -20.7 || Time: 97509 ms
Enc Cnt: 7 | Angle: 1.5° || MPU1 Acc: 0.01, 0.01, -0.17 | Gyro: 0.4, -3.0, -1.6 || MPU2 Acc: 0.27, 0.19, -0.31 | Gyro: 4.3, 0.5, -21.5 || Time: 97519 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: 0.06, 0.03, -0.13 | Gyro: 0.3, -3.5, -1.6 || MPU2 Acc: 0.33, 0.21, -0.49 | Gyro: 5.3, 1.2, -22.3 || Time: 97529 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.05, 0.05, -0.19 | Gyro: 0.8, -4.1, -2.0 || MPU2 Acc: 0.19, 0.08, -0.41 | Gyro: 6.0, 0.3, -23.9 || Time: 97539 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.26, 0.23, -0.62 | Gyro: 1.5, -5.0, -4.4 || MPU2 Acc: 0.58, -0.43, -0.97 | Gyro: 6.9, 0.7, -26.0 || Time: 97549 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -0.09, 0.33, -0.55 | Gyro: 2.5, -7.1, -9.2 || MPU2 Acc: 0.59, -0.49, -0.72 | Gyro: 8.2, 1.8, -27.8 || Time: 97561 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.08, 0.24, -0.08 | Gyro: 4.0, -7.5, -11.5 || MPU2 Acc: 0.35, -0.39, 0.01 | Gyro: 9.9, 3.4, -28.3 || Time: 97570 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: -0.09, 0.08, -0.06 | Gyro: 4.0, -9.0, -13.3 || MPU2 Acc: 0.99, -0.13, -0.02 | Gyro: 9.9, 4.8, -29.5 || Time: 97580 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: -0.22, -0.06, -0.30 | Gyro: 4.7, -10.1, -13.5 || MPU2 Acc: 0.63, 0.42, -0.14 | Gyro: 11.4, 4.1, -30.0 || Time: 97591 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -0.13, -0.12, -0.07 | Gyro: 4.0, -9.4, -13.0 || MPU2 Acc: 0.75, 0.28, -0.15 | Gyro: 11.8, 2.3, -30.6 || Time: 97600 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -0.03, -0.01, 0.06 | Gyro: 3.8, -9.7, -12.6 || MPU2 Acc: 0.69, 0.20, -0.32 | Gyro: 11.6, 2.3, -31.9 || Time: 97610 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.09, 0.00, -0.05 | Gyro: 3.9, -10.4, -13.2 || MPU2 Acc: 0.89, 0.25, -0.04 | Gyro: 13.7, 2.3, -33.1 || Time: 97622 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: 0.06, -0.03, -0.40 | Gyro: 4.2, -10.4, -14.4 || MPU2 Acc: 1.03, -0.08, -0.48 | Gyro: 13.3, 1.9, -33.8 || Time: 97632 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -0.04, -0.02, -0.09 | Gyro: 4.9, -11.1, -17.7 || MPU2 Acc: 1.12, 0.09, -0.16 | Gyro: 14.7, 2.2, -34.9 || Time: 97642 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -0.18, -0.27, 0.09 | Gyro: 4.7, -11.4, -18.6 || MPU2 Acc: 0.88, 0.50, -0.07 | Gyro: 15.9, 1.7, -35.2 || Time: 97653 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: 0.05, 0.00, 0.19 | Gyro: 3.9, -10.2, -19.8 || MPU2 Acc: 1.38, 0.16, 0.25 | Gyro: 14.9, 2.6, -35.6 || Time: 97662 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -0.16, -0.09, 0.01 | Gyro: 4.4, -11.1, -20.4 || MPU2 Acc: 1.64, 0.07, 0.30 | Gyro: 15.4, 2.1, -35.4 || Time: 97672 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -0.23, -0.10, -0.12 | Gyro: 5.5, -11.0, -23.1 || MPU2 Acc: 1.55, -0.04, 0.23 | Gyro: 16.4, 2.4, -34.4 || Time: 97682 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.60, -0.26, 0.13 | Gyro: 5.6, -12.0, -23.2 || MPU2 Acc: 1.33, -0.07, 0.30 | Gyro: 16.8, 3.1, -34.7 || Time: 97693 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: 0.23, -0.15, 0.25 | Gyro: 6.3, -12.8, -24.7 || MPU2 Acc: 1.49, 0.11, -0.12 | Gyro: 16.3, 3.5, -35.1 || Time: 97702 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.50, -0.32, 0.19 | Gyro: 6.3, -12.8, -27.2 || MPU2 Acc: 1.51, -0.05, 0.12 | Gyro: 17.9, 3.7, -34.9 || Time: 97712 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: -0.54, -0.34, -0.12 | Gyro: 6.7, -13.4, -29.4 || MPU2 Acc: 1.71, -0.32, -0.18 | Gyro: 18.4, 4.1, -36.2 || Time: 97724 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: -0.53, -0.34, -0.06 | Gyro: 7.5, -15.0, -32.5 || MPU2 Acc: 1.57, -0.23, 0.21 | Gyro: 18.6, 4.5, -37.7 || Time: 97734 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: -0.43, -0.58, -0.02 | Gyro: 8.7, -16.2, -35.5 || MPU2 Acc: 1.49, 0.07, 0.17 | Gyro: 19.5, 5.2, -39.3 || Time: 97744 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: 0.08, -0.57, 0.25 | Gyro: 8.8, -16.1, -37.6 || MPU2 Acc: 1.46, 0.48, 0.43 | Gyro: 20.2, 5.1, -41.0 || Time: 97755 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: 0.10, -0.33, 0.45 | Gyro: 8.9, -15.6, -38.4 || MPU2 Acc: 1.80, 0.29, 0.62 | Gyro: 19.1, 6.7, -41.1 || Time: 97764 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: -0.22, -0.74, 0.20 | Gyro: 9.4, -15.3, -40.5 || MPU2 Acc: 1.59, 0.44, 0.26 | Gyro: 18.8, 5.1, -42.3 || Time: 97774 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: 0.30, -1.55, -0.44 | Gyro: 11.3, -13.5, -44.4 || MPU2 Acc: 1.95, 1.23, -0.38 | Gyro: 17.1, 3.7, -45.7 || Time: 97786 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: 0.02, -1.53, 0.05 | Gyro: 18.4, -9.4, -45.2 || MPU2 Acc: 3.21, 0.65, -0.13 | Gyro: 12.1, 13.2, -49.5 || Time: 97796 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: -0.58, -0.73, 0.10 | Gyro: 21.0, -10.2, -49.6 || MPU2 Acc: 2.44, -0.76, 0.10 | Gyro: 13.6, 12.5, -49.2 || Time: 97806 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: -0.61, -1.03, 0.05 | Gyro: 22.4, -14.0, -54.4 || MPU2 Acc: 1.81, 0.05, 0.17 | Gyro: 14.8, 14.0, -52.8 || Time: 97817 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: -0.03, -1.06, 0.55 | Gyro: 23.6, -13.5, -56.7 || MPU2 Acc: 1.98, 0.38, 0.43 | Gyro: 15.6, 14.5, -55.9 || Time: 97827 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: -0.32, -1.00, 0.43 | Gyro: 23.6, -13.3, -59.5 || MPU2 Acc: 1.97, 0.41, 0.84 | Gyro: 16.2, 15.4, -57.1 || Time: 97837 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: -0.57, -1.00, 1.40 | Gyro: 22.4, -12.4, -62.2 || MPU2 Acc: 1.62, 0.21, 1.37 | Gyro: 18.1, 13.7, -58.5 || Time: 97847 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: -1.15, -0.68, 1.08 | Gyro: 18.2, -13.7, -65.5 || MPU2 Acc: 1.35, -0.10, 1.22 | Gyro: 19.6, 10.1, -59.5 || Time: 97858 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: -1.08, -0.65, 1.27 | Gyro: 15.2, -14.7, -68.9 || MPU2 Acc: 1.37, -0.40, 1.68 | Gyro: 23.6, 5.8, -60.6 || Time: 97867 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: -0.41, -1.35, 1.37 | Gyro: 13.0, -13.7, -75.7 || MPU2 Acc: 1.64, -0.18, 1.24 | Gyro: 26.3, 1.6, -64.5 || Time: 97877 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.49, -1.29, 0.47 | Gyro: 14.3, -14.6, -81.7 || MPU2 Acc: 2.39, -0.49, 0.74 | Gyro: 26.5, 1.8, -68.8 || Time: 97889 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -1.26, -1.83, 0.80 | Gyro: 15.6, -15.4, -88.0 || MPU2 Acc: 2.24, -1.17, 0.41 | Gyro: 26.7, 2.5, -73.0 || Time: 97898 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -1.47, -1.99, 0.27 | Gyro: 17.1, -17.5, -95.7 || MPU2 Acc: 2.82, -0.86, 0.64 | Gyro: 29.2, 5.9, -77.7 || Time: 97908 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -1.83, -2.38, 0.16 | Gyro: 18.1, -18.5, -103.4 || MPU2 Acc: 2.70, -0.67, 0.47 | Gyro: 30.0, 5.2, -83.4 || Time: 97919 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -1.41, -2.33, 0.22 | Gyro: 20.4, -19.6, -109.6 || MPU2 Acc: 2.80, -0.93, 0.40 | Gyro: 30.3, 6.3, -88.1 || Time: 97928 ms
Enc Cnt: 16 | Angle: 4.2° || MPU1 Acc: -0.80, -2.14, 0.46 | Gyro: 21.8, -20.0, -119.6 || MPU2 Acc: 2.49, -1.14, 0.78 | Gyro: 33.5, 7.1, -95.2 || Time: 97938 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -2.02, -2.64, -0.11 | Gyro: 24.6, -20.1, -131.1 || MPU2 Acc: 2.64, -1.61, 0.78 | Gyro: 34.9, 7.3, -103.9 || Time: 97950 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -2.23, -3.40, 0.31 | Gyro: 28.4, -17.1, -143.0 || MPU2 Acc: 3.36, -2.48, 0.98 | Gyro: 35.2, 6.4, -114.2 || Time: 97959 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -3.43, -3.55, -0.20 | Gyro: 34.2, -16.6, -157.5 || MPU2 Acc: 4.11, -4.36, 0.50 | Gyro: 35.8, 9.3, -126.0 || Time: 97969 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: -4.77, -3.88, -0.26 | Gyro: 42.7, -22.2, -183.4 || MPU2 Acc: 5.23, -6.63, 0.40 | Gyro: 40.0, 17.4, -146.7 || Time: 97981 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -5.22, -4.32, 0.05 | Gyro: 46.7, -25.3, -205.5 || MPU2 Acc: 4.68, -6.36, 1.87 | Gyro: 46.6, 19.0, -159.8 || Time: 97991 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -4.94, -5.37, 0.08 | Gyro: 53.7, -24.5, -235.0 || MPU2 Acc: 4.11, -6.05, 1.46 | Gyro: 43.0, 19.7, -175.8 || Time: 98001 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -5.91, -7.73, -0.23 | Gyro: 60.6, -18.6, -264.2 || MPU2 Acc: 5.44, -7.33, 1.92 | Gyro: 43.7, 17.5, -202.6 || Time: 98012 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -4.95, -8.94, -0.40 | Gyro: 66.6, -14.0, -300.8 || MPU2 Acc: 5.57, -6.11, 2.77 | Gyro: 43.1, 16.7, -226.8 || Time: 98021 ms
Enc Cnt: -3 | Angle: -0.5° || MPU1 Acc: -4.91, -8.51, -2.13 | Gyro: 73.5, 4.7, -340.8 || MPU2 Acc: 5.19, -5.96, 3.12 | Gyro: 32.1, 13.2, -251.0 || Time: 98031 ms
Enc Cnt: -7 | Angle: -1.5° || MPU1 Acc: -8.93, -8.49, -2.21 | Gyro: 77.2, 28.2, -367.3 || MPU2 Acc: 5.12, -6.96, 3.86 | Gyro: 18.9, 10.8, -271.2 || Time: 98041 ms
Enc Cnt: -12 | Angle: -2.7° || MPU1 Acc: -9.53, -2.69, -1.24 | Gyro: 87.4, 40.1, -391.5 || MPU2 Acc: 2.03, -10.15, 2.38 | Gyro: 5.2, 14.0, -283.4 || Time: 98051 ms
Enc Cnt: -17 | Angle: -4.0° || MPU1 Acc: -9.90, -2.58, 0.09 | Gyro: 88.5, 57.8, -413.1 || MPU2 Acc: 1.71, -10.08, 3.55 | Gyro: 4.1, 30.3, -281.6 || Time: 98061 ms
Enc Cnt: -23 | Angle: -5.5° || MPU1 Acc: -10.46, -0.63, -8.22 | Gyro: 101.2, 50.7, -421.6 || MPU2 Acc: -6.11, -10.15, -3.09 | Gyro: -4.1, 9.4, -274.3 || Time: 98071 ms
Enc Cnt: -31 | Angle: -7.5° || MPU1 Acc: -6.20, 9.55, -4.27 | Gyro: 104.4, 12.5, -431.5 || MPU2 Acc: -7.38, -6.93, -0.15 | Gyro: 14.0, 39.2, -227.0 || Time: 98082 ms
Enc Cnt: -39 | Angle: -9.8° || MPU1 Acc: -10.46, 7.68, -1.45 | Gyro: 71.8, -17.3, -363.0 || MPU2 Acc: -10.48, 7.21, -2.55 | Gyro: 28.5, 3.8, -192.8 || Time: 98091 ms
Enc Cnt: -41 | Angle: -10.3° || MPU1 Acc: -10.46, 10.93, -1.25 | Gyro: 11.1, -51.8, -140.2 || MPU2 Acc: -3.13, 2.98, -1.88 | Gyro: 75.7, -20.2, -130.5 || Time: 98101 ms
Enc Cnt: -35 | Angle: -9.0° || MPU1 Acc: -1.84, 5.52, -1.90 | Gyro: -51.8, -68.8, 82.1 || MPU2 Acc: -1.92, 5.69, 2.69 | Gyro: 77.9, -39.5, 2.0 || Time: 98122 ms
Enc Cnt: -32 | Angle: -8.0° || MPU1 Acc: 6.76, 5.10, -1.66 | Gyro: -52.2, -48.2, 92.9 || MPU2 Acc: -2.24, 5.37, 0.12 | Gyro: 48.7, -34.7, 30.9 || Time: 98132 ms
Enc Cnt: -29 | Angle: -7.2° || MPU1 Acc: 5.74, 2.60, -0.44 | Gyro: -51.1, -27.2, 96.7 || MPU2 Acc: -1.79, 4.93, 2.09 | Gyro: 27.5, -25.2, 45.7 || Time: 98142 ms
Enc Cnt: -27 | Angle: -6.7° || MPU1 Acc: 6.65, 2.79, 1.26 | Gyro: -42.2, -12.1, 84.7 || MPU2 Acc: -2.07, 5.40, 0.45 | Gyro: 7.7, -18.3, 60.0 || Time: 98154 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: 2.99, 2.16, 2.19 | Gyro: -38.7, -9.0, 94.8 || MPU2 Acc: -2.73, 4.53, 0.61 | Gyro: 4.0, -15.0, 70.9 || Time: 98163 ms
Enc Cnt: -24 | Angle: -6.2° || MPU1 Acc: 1.90, 2.39, 2.68 | Gyro: -31.5, -14.5, 108.1 || MPU2 Acc: -2.16, 3.79, -0.49 | Gyro: 5.7, -6.8, 81.2 || Time: 98173 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: -0.38, 2.42, 2.81 | Gyro: -27.1, -26.5, 136.1 || MPU2 Acc: -2.47, 3.60, -0.22 | Gyro: 14.7, 0.4, 94.0 || Time: 98183 ms
Enc Cnt: -20 | Angle: -5.2° || MPU1 Acc: 0.73, 2.28, 1.81 | Gyro: -22.3, -35.0, 165.5 || MPU2 Acc: -1.76, 4.17, -1.12 | Gyro: 16.0, 11.1, 111.7 || Time: 98193 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: 1.01, 2.07, 2.08 | Gyro: -17.8, -40.9, 193.4 || MPU2 Acc: -0.81, 5.25, 0.66 | Gyro: 10.7, 26.6, 129.6 || Time: 98203 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: 2.00, 1.54, 1.10 | Gyro: -11.4, -40.3, 223.0 || MPU2 Acc: -1.03, 5.73, 0.21 | Gyro: 6.1, 34.9, 152.6 || Time: 98214 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 2.91, 1.20, 1.21 | Gyro: -7.3, -35.5, 245.2 || MPU2 Acc: -1.43, 6.03, 0.76 | Gyro: -2.6, 42.7, 168.9 || Time: 98224 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 3.24, 0.93, 1.05 | Gyro: -3.6, -29.3, 262.9 || MPU2 Acc: -1.62, 5.72, 0.81 | Gyro: -12.2, 46.5, 183.4 || Time: 98234 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 3.51, 1.30, 1.18 | Gyro: -4.2, -21.0, 275.1 || MPU2 Acc: -1.91, 4.64, 0.85 | Gyro: -21.9, 49.7, 201.7 || Time: 98246 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 3.28, 1.08, 1.08 | Gyro: -8.5, -17.1, 277.6 || MPU2 Acc: -1.86, 3.62, 1.11 | Gyro: -26.5, 48.4, 215.1 || Time: 98256 ms
Enc Cnt: 0 | Angle: -0.3° || MPU1 Acc: 2.77, 1.07, 0.50 | Gyro: -15.6, -15.2, 273.0 || MPU2 Acc: -2.42, 2.65, 0.39 | Gyro: -28.7, 39.8, 222.6 || Time: 98266 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 2.19, 1.01, 0.14 | Gyro: -26.6, -14.3, 269.0 || MPU2 Acc: -2.74, 2.22, 0.13 | Gyro: -26.0, 27.9, 227.2 || Time: 98277 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 1.12, 0.95, -0.74 | Gyro: -37.2, -14.0, 268.0 || MPU2 Acc: -2.29, 2.12, 0.26 | Gyro: -23.5, 16.4, 233.4 || Time: 98286 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: 0.43, 0.41, -0.95 | Gyro: -48.5, -11.1, 270.9 || MPU2 Acc: -1.30, 2.01, 0.30 | Gyro: -23.6, 3.6, 240.3 || Time: 98296 ms
Enc Cnt: 6 | Angle: 1.3° || MPU1 Acc: -0.12, -0.17, -1.00 | Gyro: -57.0, -5.0, 274.7 || MPU2 Acc: 0.11, 1.76, 0.51 | Gyro: -25.4, -7.1, 248.8 || Time: 98306 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -0.90, -1.41, -0.80 | Gyro: -62.0, 0.7, 279.0 || MPU2 Acc: 1.70, 1.32, 0.64 | Gyro: -30.5, -11.2, 259.2 || Time: 98316 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -1.70, -2.43, -1.00 | Gyro: -61.3, 6.1, 280.1 || MPU2 Acc: 2.17, 0.58, 1.29 | Gyro: -35.3, -14.0, 263.2 || Time: 98326 ms
Enc Cnt: 9 | Angle: 2.0° || MPU1 Acc: -2.59, -3.23, -0.29 | Gyro: -59.6, 12.0, 278.2 || MPU2 Acc: 3.41, -0.31, 1.15 | Gyro: -40.0, -12.2, 264.1 || Time: 98336 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -3.73, -3.55, -0.46 | Gyro: -55.7, 13.8, 273.1 || MPU2 Acc: 3.93, -1.48, 1.03 | Gyro: -44.0, -7.5, 264.6 || Time: 98347 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -4.35, -3.73, -0.61 | Gyro: -53.3, 15.5, 267.8 || MPU2 Acc: 3.94, -1.86, 0.97 | Gyro: -45.5, -6.9, 264.5 || Time: 98357 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -4.71, -3.93, -0.90 | Gyro: -50.2, 17.6, 260.9 || MPU2 Acc: 4.29, -2.40, 0.99 | Gyro: -47.9, -6.0, 260.3 || Time: 98367 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -4.54, -3.97, -1.30 | Gyro: -49.0, 20.3, 250.3 || MPU2 Acc: 4.57, -2.84, 1.08 | Gyro: -51.1, -5.5, 256.4 || Time: 98379 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -4.72, -4.30, -1.44 | Gyro: -47.8, 24.1, 237.9 || MPU2 Acc: 4.85, -3.03, 1.10 | Gyro: -54.7, -5.5, 250.1 || Time: 98389 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -5.04, -4.14, -1.13 | Gyro: -48.1, 30.6, 226.1 || MPU2 Acc: 5.05, -3.44, 1.35 | Gyro: -57.5, -6.7, 245.0 || Time: 98399 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -6.43, -4.08, -1.93 | Gyro: -46.5, 33.6, 218.6 || MPU2 Acc: 5.11, -3.65, 0.67 | Gyro: -61.8, -9.4, 239.5 || Time: 98410 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -7.59, -4.08, -1.87 | Gyro: -48.1, 36.7, 218.6 || MPU2 Acc: 5.55, -3.79, 0.40 | Gyro: -64.7, -10.2, 236.3 || Time: 98419 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -8.31, -4.21, -1.93 | Gyro: -48.1, 39.3, 223.4 || MPU2 Acc: 5.46, -4.05, 0.73 | Gyro: -66.1, -12.9, 235.8 || Time: 98429 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -7.61, -4.56, -1.88 | Gyro: -47.1, 40.1, 228.9 || MPU2 Acc: 5.41, -4.18, 0.29 | Gyro: -67.9, -12.9, 232.6 || Time: 98440 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: -6.58, -4.67, -2.32 | Gyro: -45.3, 42.3, 225.6 || MPU2 Acc: 5.25, -4.11, 0.06 | Gyro: -70.3, -14.4, 226.6 || Time: 98450 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -5.10, -5.04, -2.52 | Gyro: -44.7, 46.9, 214.9 || MPU2 Acc: 5.16, -3.61, 0.13 | Gyro: -73.4, -16.2, 217.8 || Time: 98460 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: -3.95, -5.52, -2.33 | Gyro: -43.1, 54.4, 197.2 || MPU2 Acc: 5.30, -2.96, 0.34 | Gyro: -79.1, -19.3, 204.7 || Time: 98472 ms
Enc Cnt: 5 | Angle: 1.5° || MPU1 Acc: -3.58, -5.99, -1.69 | Gyro: -40.0, 61.1, 179.4 || MPU2 Acc: 5.87, -2.68, 0.81 | Gyro: -83.2, -19.1, 194.4 || Time: 98482 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -3.98, -6.65, -0.24 | Gyro: -34.0, 65.6, 162.3 || MPU2 Acc: 6.34, -2.53, 1.34 | Gyro: -87.5, -16.0, 181.7 || Time: 98492 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -4.53, -7.51, 1.03 | Gyro: -23.9, 66.5, 146.3 || MPU2 Acc: 6.90, -2.38, 1.82 | Gyro: -87.7, -10.2, 166.7 || Time: 98503 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: -4.49, -8.25, 2.47 | Gyro: -11.8, 63.4, 133.9 || MPU2 Acc: 7.39, -2.25, 2.29 | Gyro: -85.0, -0.5, 153.4 || Time: 98512 ms
Enc Cnt: 1 | Angle: 0.5° || MPU1 Acc: -4.66, -9.29, 3.68 | Gyro: 4.5, 57.0, 121.2 || MPU2 Acc: 7.99, -2.01, 2.73 | Gyro: -81.7, 12.9, 136.1 || Time: 98522 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -4.70, -10.41, 4.32 | Gyro: 23.0, 48.3, 109.2 || MPU2 Acc: 8.90, -1.61, 3.09 | Gyro: -74.7, 29.6, 115.7 || Time: 98532 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -4.41, -11.61, 4.25 | Gyro: 41.3, 37.8, 98.0 || MPU2 Acc: 9.57, -1.11, 3.45 | Gyro: -66.0, 47.5, 95.5 || Time: 98542 ms
